start	end	text
0	12260	Um aus dem Gefängnis zu entfliehen, müssten wir erst den Kristall im Herzen des Gefängnisses
12260	13260	entwenden.
13260	14260	Den grünen Kristall!
14260	15260	Der Kristall!
15260	16260	Der Kristall ist in meiner Hand!
16260	17260	Ich hab den Kristall!
17260	18260	Pandioneer!
18260	19260	Nimm sie auseinander!
19260	20260	Hier, Junge!
20260	21260	Schau mal!
21260	22260	Denk immer daran!
22260	23260	Aus großer Macht folgt auch immer große Verantwortung!
23260	24260	Nein, Shadow!
24260	25260	Ich werde dich nicht zurücklassen!
25260	26260	Jetzt flieh du nach!
26260	27260	Nein!
27260	28260	Shadow ist tot!
28260	29260	Nein, nicht schon wieder!
29260	30260	Ich hab schon wieder Mist gemacht!
30260	31260	Schau mal!
31260	32260	Schau mal!
32260	33260	Schau mal!
33260	34260	Schau mal!
34260	35260	Schau mal!
35260	36260	Schau mal!
36260	37260	Schau mal!
37260	38260	Schau mal!
39260	40260	Schau mal!
40260	41260	Schau mal!
41260	42260	Schau mal!
42260	43260	Schau mal!
43260	44260	Schau mal!
44260	45260	Schau mal!
45260	46260	Schau mal!
46260	47260	Schau mal!
47260	48260	Schau mal!
48260	49260	Schau mal!
49260	51260	Ich hab schon wieder Mist gebaut!
51260	54260	Nein, nicht ich hab Mist gebaut!
54260	59260	Dieser Direktor, dieser blöde Direktor, der war schuld!
59260	62260	Ich werde mich an diesem Direktor rächen!
62260	66260	Ich werde ihm, ich werde ihm meinen Schmerz spüren lassen!
66260	68260	Rache für Shadow!
75260	77260	Der Lebensstrom!
77260	87260	Er fließt durch mich, durch dich und durch alles, alles, alles auf diesem Planeten.
87260	93260	Ich bin Bogen Hagen, der Hüter dieser Geschichte.
93260	98260	Auch dieses Mal begleiten wir den Jungen auf seiner schweren Reise.
98260	103260	Doch seine Reise ist geprägt von tiefen Gefühlen.
103260	110260	Trauer führt zu Wut, Wut führt zu Hass und Hass führt zu Verzweiflung.
133260	134260	Schau mal!
134260	135260	Schau mal!
135260	136260	Schau mal!
136260	137260	Schau mal!
137260	138260	Schau mal!
138260	139260	Schau mal!
139260	140260	Schau mal!
140260	141260	Schau mal!
141260	142260	Schau mal!
142260	143260	Schau mal!
143260	144260	Schau mal!
144260	145260	Schau mal!
145260	146260	Schau mal!
146260	147260	Schau mal!
147260	148260	Schau mal!
148260	149260	Schau mal!
149260	150260	Schau mal!
150260	179260	In der Oper von Träno.
179260	180260	In der Oper von Träno.
180260	184260	Versammelt sich in den oberen Rängen die Mock-Mafia.
184260	190260	Hey, Don Mogelone, wann geht ihr endlich los, Stücke?
190260	194260	Victor, Victor, Cooper, mach nicht so laut.
194260	198260	Wir von der Mock-Mafia, wir sind nicht so hektisch.
198260	201260	Du musst dich mehr anpassen an uns, der Mock-Mafia.
201260	206260	Ich bin schon lange Mock-Mafia, aber ich habe ein Stück extra vorher noch mal gelesen.
206260	212260	Jetzt musst du erstmal hier mit den Instrumenten.
214260	218260	Schau mal, die Instrumenten, die nicht vorher stimmen.
218260	221260	Du musst immer noch vorwarten.
221260	227260	Ich bin wieder Heidegger und ich habe mir einen neuen Gast ausgedacht für Herrn Don Mogelone.
227260	232260	Heidegger, was ist nicht so laut, hier im Theater muss man sein leise, Kaputzka!
232260	233260	Schmutz beginnt gleich!
233260	237260	An der Loge ist ein neuer Gast für Sie, Herr Adalbert Steiner!
237260	240260	Jetzt in der Show bei Don Mogelone, Adalbert Steiner!
240260	242260	Einen Gern danken, Steiner!
242260	245260	Steiner, den hab ich lang nicht mehr gesehen!
245260	247260	Viktor, hol Steiner!
247260	249260	Ich will wissen, was Steiner...
249260	250260	Nein, Don Mogelone!
250260	251260	Ich hol Steiner!
251260	256260	Sie sind bisschen leiser, holen Sie sich, Kupuski Muski!
256260	257260	Egroß, Don!
257260	262260	Ich stelle vor, das ist die großartige Adalberte Steiner!
262260	264260	Adalbert Steiner!
267260	271260	Steiner, wie bist du geworden, groß geworden?
271260	274260	Du hast eine schöne Rüstung an, Steiner!
274260	276260	Wie geht's dir, Steiner?
276260	277260	Was kann ich für dich tun?
277260	279260	Gib noch mal Küsschen!
279260	281260	Das ist ja ekelhaft!
281260	283260	Steiner, du musst entschuldigen!
283260	286260	Wir mag machen, sind ein bisschen emotional!
286260	288260	Los, Don Busko, Kupuski!
288260	290260	Das ist eine große Familie!
291260	294260	Ich habe ein Bitte an dich!
294260	298260	Und zwar gibt es da einen Jungen!
299260	303260	Dieser Junge hat ein Zauber-Mikrofon!
303260	305260	Zauber-Mikrofon? Verstehst du Zauber-Mikrofon?
305260	308260	Kannst du mir helfen, diesen Jungen zu beschaffen?
308260	311260	Steiner, du musst dir einen Witz gefallen!
311260	316260	Ich verstehe, aber du musst verstehen, wenn ich dir Gefallen mache,
316260	319260	du machst mir einen Gefallen, Kapu Bisco!
319260	322260	Was hättet ihr denn vorgeschweppt?
322260	326260	Victor, haben wir nicht zurzeit eine Lieferung?
326260	332260	Ja, wir haben eine spezielle Lieferung von, du weißt es schon, Nüsse!
332260	336260	Die Nüsse, die Kupo-Nüsse mit besonderer Aztei!
336260	338260	Ah, ich verstehe!
338260	344260	Liefer uns die Nüsse und ich kümmere mich um Jungen, Kapusch?
344260	345260	Einverstanden!
345260	350260	Steiner, ich wusste auf dich!
350260	352260	Hier ist der Palazzo, Kupo!
352260	356260	Steiner, komm, lass uns noch gucken jetzt, den Urmok!
356260	358260	Musikerische Fassung, Kupo!
358260	360260	Wundervoll, der Urmok!
360260	365260	Komm, musst du klatschen in die Änderung, da kommt Pionisten, Kupo!
365260	366260	Okay, Boss!
368260	370260	Bravo, bravo!
375260	381260	Musik
381260	389260	Da hab ich nun auch der Rauferei, der Alchemie, der Weichmagie
389260	397260	und ja, Mai, auch der Langfingerei durchaus probiert mit Sakrifix!
398260	408260	Da steh ich nur, ich armer Mock und bin auch nicht viel gescheiter als wie da, da, da, davor!
408260	410260	Sakrifix, was geht denn hier los?
410260	411260	Auf den Weg!
412260	414260	Wir stehen mitten auf der Bühne, Nachtisch!
414260	416260	Steiner, bist du hier?
416260	417260	Direktor Steiner!
417260	422260	Der komische Junge sucht einen Steiner, ist der nicht das Steiner, Kupo?
422260	425260	Steiner, das ist Priest, der Junge von dir!
425260	428260	Ja, das ist der Junge, den ich suche!
428260	432260	Das ist der Junge, wir haben gefunden einen Junge, Kupo!
432260	433260	Ja, super!
433260	434260	Wird gut!
434260	436260	Wir machen immer gute Sachen!
436260	437260	Steiner!
437260	441260	Du, du hast Shadow Opting gewissen, du mit deinem dämlichen Pflanzenvieh!
441260	445260	Ich werde jetzt dieses Mikrofon irgendwie benutzen und damit werde ich dich fertig machen!
446260	448260	So, Mikro, dann jetzt mach irgendwas!
448260	450260	Rache für Shadow Mikro!
450260	451260	Mikro, los!
451260	453260	Mikro, Power!
453260	454260	Mikro, Macht!
454260	455260	Mikro!
456260	457260	Mikro!
459260	464260	Meine Mocks werden sich Rutsi-Butsi-Mutski um den jungen Kühmann!
464260	466260	Los Mocks, greif dran!
466260	467260	Feuer!
467260	468260	Feuer!
468260	469260	Kupo!
469260	470260	Feuer!
470260	471260	Nachtisch!
471260	472260	Feuer!
472260	473260	Nachtisch!
473260	474260	Nachtisch!
474260	475260	Hilfe!
475260	476260	Was ist das denn?
476260	479260	Das Feuer prallt an mir ab?
479260	481260	Nachtisch, was soll denn das?
482260	484260	Das Feuer prallt an ihm ab!
484260	487260	Er muss im Besitz des grünen Kristalls sein!
487260	489260	Don Mogelone, kümmere dich um den Jungen!
489260	491260	So funktioniert das nicht!
491260	493260	Steiner, nicht so hektisch, ja?
493260	500260	Das ist kein Problem, wenn Feuer nicht hilft, Kupo, wir machen das persönlich!
500260	502260	Aber ich brauche ihn lebend!
502260	504260	Sie, Sie, Sie, Mocks, geht los!
504260	507260	Ihr macht eure Arbeit vernünftiger!
507260	510260	Macht auf die gute, altmodische Art, Kupo!
512260	513260	Hilfe!
515260	517260	Hilfe, die Mocks!
517260	519260	Hilfe, lass mich raus, Mocks, bitte!
519260	521260	Los, lass uns seinen Mastofanten auf ihn stellen!
521260	524260	Nein, lass ihn mit einem Betonbommel mehr versinken!
524260	527260	Kupo, wir verarbeiten ihn zu Nussmehl!
527260	528260	Finger weg!
528260	531260	Das ist zu viel für mich!
534260	535260	Don Mogelone, wir haben ihn!
535260	536260	Kupo!
541260	543260	Wo kommt denn der Rauch her?
543260	544260	Wo kommt der Rauch her?
544260	548260	Guck, da ist alles total dunkel, ganz ins Theater!
548260	551260	Mach weg den Rauch, Kupo!
552260	556260	Es ist passiert, wo ist der Junge?
556260	557260	Wo ist er hin?
557260	558260	Wo ist der Junge?
558260	560260	Don Mogelone, du hast ihn mir versprochen!
560260	562260	Steiner, Steiner, mach ganz langsam!
562260	564260	Wir werden ihn uns kümmern!
564260	566260	Wir werden ihn uns schon kümmern um die Sache!
566260	567260	Bleibe ich!
567260	570260	Können wir dann jetzt gucken weiter, Kupo?
570260	574260	Sie, sie, sie, mach weiter mit der Vorstellung!
574260	575260	Sie!
575260	576260	Kupo!
576260	577260	Was ist los?
577260	578260	Wo sind die Sauspieler?
578260	579260	Was ist los?
579260	584260	Don Mogelone, hier ist wieder Heidegger und ich habe eine neue Nachricht für Sie!
584260	587260	Sie, Sie, Sie, Heidegger, das ist mein Konzellier, Steiner.
587260	589260	Entschuldigung, was ist denn Heidegger?
589260	591260	Don Mogelone, die Vorstellung wurde abgesagt,
591260	593260	denn alle Schauspieler sind verletzt.
593260	594260	Eine große Sache!
594260	595260	Tolle Sachen!
595260	596260	Mysteriös!
623260	653260	Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie
653260	683260	Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie
683260	713260	Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie Suez, Siesec, Sie, Sie, Sie, Sie, Siez Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie, Sie Sieison, Sie zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu zu 2 advance Party eruruhigung 9 krokeido F Gardens gauze demje die Subimportant aber noch moins seit der der Grube noch mehr als eine Hälfte powert der ressortierte cher northern d form VO
803260	828860	Während der Junge noch ohnmächtig in einem Bett lag, traf sich die Tantalusbande in ihrem
828860	830860	Luftschiff, der Sekondo Vista.
830860	832860	Ey Borg, was war das denn?
832860	834860	Warum hast du dich an unseren Plan gehalten und so?
834860	838860	Genau, Sie Fieks, wir wollten doch eigentlich um die Morgwaffe kümmern.
838860	841860	Nun ja, es gab eine Planänderung.
841860	844860	Der Junge ist einfach zu wichtig.
844860	846860	Wieso ist die Junge fiechtig?
846860	850860	Ja, warum befördest du unsere ganzen Pläne, alles was wir bisher gemacht haben und so?
850860	853860	Was soll denn an dem Jungen Besonderes sein und so?
853860	855860	Das kann doch ja so ein Pimp da.
855860	859860	Habt ihr nicht gesehen, der Junge reflektiert die Magie.
859860	864860	Er ist eindeutig viel zu wertvoll, um ihn dort liegen zu lassen.
864860	867860	Sie Fieks, die Kupusbietnüsse waren auch wichtig.
867860	876860	Natürlich waren die Nüsse wichtig, aber der Junge hat eine Kraft, die wir nicht ignorieren können.
876860	882860	Nein, nein, ich muss dich doch retten, mit meinem Mikrofon.
882860	884860	Jetzt babbelt er da die ganze Zeit.
884860	885860	Sie Fieks!
885860	888860	Ja, was hat der jetzt gerade gesagt und so?
888860	891860	Irgendwas mit Mikrofon?
891860	893860	Ja, guck mal, was hat denn der da baumeln?
893860	899860	Das muss das Mikrofon sein, von dem er geredet hat.
899860	900860	Sieht doch aus wie ein Amulett.
900860	904860	Schina, du schaust es dir mal an.
904860	905860	Okay, immer ich.
905860	909860	Ja, aber sei vorsichtig und so, nicht dass der da irgendwie aufwacht oder so was.
909860	914860	Na komm her, schön weiter schlafen.
914860	919860	Oh, das ist ja ganz eeeiissss.
919860	923860	Wo bin ich?
923860	925860	Wer bist du denn?
925860	926860	Ja toll, jetzt ist er wach.
926860	931860	Ich war doch an dem Theater, mit Steiner.
931860	933860	Ich wollte mich an Steiner rechnen.
933860	935860	Wo bin ich denn hier?
935860	936860	Wer seid ihr?
936860	938860	Grüß Gott, ich bin Schina, aber das geht dir nix an.
938860	939860	Sie Fieks.
939860	940860	Schina?
940860	945860	Grüß dich, ich bin Bark, der Anführer.
945860	948860	Ja, Junge, und ich bin der Markus und so, ne?
948860	950860	Kannst du mich ruhig Markus nennen und so?
950860	953860	Ja, Nachtisch?
953860	956860	Hilfe, Nachtisch, wo ist mein Nachtisch?
956860	958860	Ich will sofort mein Nachtisch wieder haben.
958860	960860	Ganz schön verfressen, der Puppe.
960860	962860	Ich will kein Nachtisch, ich will meinen Mastophanten.
962860	963860	Der heißt Nachtisch.
963860	966860	Den Mastophanten haben wir mitgenommen.
966860	970860	Ich wusste, er wäre dir wichtig.
970860	973860	Okay, danke, was wollt ihr von mir?
973860	977860	Gehört ihr zu diesen Mocks? Zu diesen Mock-Mafia-Mocks?
977860	980860	Oh mein, wir sind doch die Tantalus-Truppe, Sie Fieks.
980860	981860	Ihr seid die Schauspieler?
981860	986860	Stimmt, du warst doch der, der hier gesungen hat und den ich von der Bühne geschmissen habe.
986860	988860	Ach, geht es was du, du Drecksau.
989860	992860	Entschuldigung, das wollte ich nicht, aber ich war so in Wut.
992860	993860	Was, Joe?
993860	995860	Ja, was ist denn jetzt mit dem Mikro und so?
995860	997860	Warum verbrennt sich der Kinder da einfach die Finger dran und so?
997860	999860	Ich sorg's dir, das tut so sau weh.
999860	1002860	Das ist mein Mikro. Das gehört euch nicht.
1002860	1004860	Das haben mir meine Eltern geschenkt, meine richtigen Eltern.
1004860	1006860	Das bekommt ihr nicht, das ist mein Mikro.
1006860	1012860	Nun, mein Junge, jetzt erzähl uns doch erst mal, wie das alles passiert ist.
1012860	1016860	Ja, das hat nämlich angefangen, weil ich bin nämlich adoptiert von Quenz.
1016860	1019860	Also das sind diese Marshmallowesen mit den Riesenzungen.
1019860	1020860	Also die haben mich adoptiert.
1020860	1021860	Ah, einen Moment.
1021860	1024860	Ja, aber bevor du jetzt hier deine Lebensgeschichte erzählst und so,
1024860	1027860	kannst du da mal sagen, was wolltest du eigentlich auf der Bühne?
1027860	1032860	Da hast du auch hier was mit dem Mikrofon geschrien und so, aber irgendwie nichts passiert und so.
1032860	1034860	Ja, das würden wir gerne wissen.
1034860	1039860	Ich hab doch keine Ahnung, das ist eigentlich ein ganz normales Mikro aus irgendeiner Radio-Uni.
1039860	1042860	Aber aus irgendwelchen Gründen, manchmal kommt da Licht heraus oder so.
1042860	1046860	Und dann, ich hab dieses Pflanzenvieh damit, na ja, verbrannt.
1046860	1050860	Oder einmal, da hab ich MC Sid und mich vor dem Tod gerettet.
1050860	1053860	MC Sid ist übrigens ein Radio-Moderator, ein ganz toller Radio-Moderator.
1053860	1054860	Aber es ist nicht so wichtig.
1054860	1056860	Auf jeden Fall, ich weiß nicht, wie ich dieses Mikro benutzen soll.
1056860	1057860	Es benutze ich immer von selbst.
1057860	1062860	Ich muss es doch benutzen können, damit ich diesen Steiner endlich heimzahlen kann, was er mir angetan hat.
1062860	1063860	Er hat nämlich Shadow.
1063860	1064860	Shadow.
1064860	1065860	Shadow.
1065860	1066860	Shadow.
1066860	1071860	Wer ist denn nun noch bei mir?
1071860	1074860	Du wusstest immer, wie du mir helfen kannst, Shadow.
1074860	1081860	Mein Junge, es scheint, als bräuchtest du jemanden, der dir den Weg weist.
1081860	1082860	Ja, wohl wahr.
1082860	1088860	Ich bin viel in der Welt herumgekommen und habe einen Meister getroffen.
1088860	1089860	Einen Meister?
1089860	1090860	Ah, der Zipfelkletcher.
