start	end	text
0	8000	Grüße! Ich bin Brooklyn von Shinra, eurem Lieblingskonzert.
8000	18000	Und ich präsentiere euch nun das neue FFM Radio Studio, gesponsert von Shinra Electric Company,
18000	25000	Shinra Palmerfilms, Shinra Railroads und Shinra NOF.
25000	28000	Und nun folgt Werbung.
28000	32000	Wenn wir Brat Mombas grillen, fängt die Stimmung an.
32000	37000	Frische Leg, knusprig Kross, da will jeder gleich ran.
37000	40000	Brat Mombas schmeckt, ob groß oder klein.
40000	44000	Und weil sie jeder verschlimmt, stemmen alle mit ein.
44000	48000	Unser Momba muss der Momba von Shinra sein.
48000	51000	Shinra grillt den Momba.
52000	55000	Live, eine große Brooklyn-Shinra-Produktion.
55000	60000	Auferstanden aus Ruinen, der 14. Teil des FFM-Radios.
60000	64000	Wir haben sie aus der Gosse aufgelesen und Shinraffiziert.
64000	70000	Hier sind MC Sid und DJ Dawn.
70000	72000	Präsentiert von Bommelbräu Petzka.
75000	77000	Ja danke, danke Leute, danke.
77000	84000	Hier ist ihr, ich bin's. DJ Dawn und das ist der 14. FFM-Radio-Teil.
85000	91000	Also, ich war ja gestern, habe ich mal in der Shinra Zeitung mir so ein bisschen alles angeguckt.
91000	95000	Da bin ich ja drauf gestoßen auf Yo Momba.
95000	97000	Mann, Yo Momba.
97000	103000	Also ich habe das Gefühl, diese machen ja nur komische Sachen mit ihren Klingel-Mombas.
106000	112000	Und als ich dann gestern auch noch Fernsehen geguckt habe, also das war...
112000	114000	Da sah ich, wie hieß sie noch?
114000	116000	Angel, Mogollina Jolien.
116000	120000	Genau, Mogollina Jolien hat sich wieder die Bommel vergrößern lassen.
120000	126000	Also da denke ich doch nur, das muss doch noch ein bisschen größer sein.
127000	130000	Alle reden ja heutzutage über die morastigen Spiele.
130000	134000	Fröschefang, Fröscheweitwurf, wer kocht das schmackhaftste Gericht?
134000	136000	Wer hat die längsten Zungen?
136000	140000	Also wenn ich mir diese Zungen angucke, da denke ich mir,
140000	144000	da muss doch ein bisschen Hyperdoping dahinter stecken.
144000	146000	Und viel Kritik muss da einstecken.
146000	148000	Shinra sucht den Mitgast da.
148000	150000	Also wenn ich der Heilige hören muss in der Jury...
150000	155000	Wir müssen den Besten suchen, oh der Beste, der Beste, oh der Beste.
155000	159000	Ich habe überhaupt keinen Bock, mich von einem alten Mann so anmotzen zu lassen.
162000	164000	Hier ist ganz bestimmt kein alter Mann.
164000	168000	Hier ist euer Moderator MC Sick.
171000	175000	Danke, danke, sehr charmant mein Kollege DJ Don.
175000	180000	Aber bitte MC Sick, ist es nicht schön hier in diesem neuen Studio?
180000	189000	Ja, ich sehe zwar noch nicht viel davon, aber du kennst dich ja aus mit solchen heruntergekommenen Schrottplätzen.
189000	191000	Flasche Bommelbräu!
191000	195000	Äh Schrottplätze, ja hier, äh nein, ich gebe überhaupt nicht aus mit Schrottplätzen.
195000	199000	Nicht? Ich dachte du hast in deiner Jugend viel, also du hattest ja kein Zuhause.
199000	201000	Ja, dafür hast du keine Erinnerung an deine Jugend.
201000	206000	Ich war auf keiner Müllhalle, ich war in einer vernünftigen Wohnung mit vernünftigen Zimmern, mit vernünftigen Betten.
206000	209000	Die waren halt nur ein bisschen vergammelt, aber das war es auch schon.
209000	214000	Ja, in der Jugend, ich war ja auch mal so jung wie du, da habe ich das auch alles noch mitgemacht.
214000	217000	Damals habe ich mich aber leider nicht so für Politik interessiert.
217000	221000	Weißt du was in der Politik vor sich geht, mein junger Knabe?
221000	223000	Ich löse lieber so Dokus.
223000	229000	Ja, also doch, in diesem einen Palma-Film über die Dinosaurier-Mox fand ich das sehr spannend,
229000	233000	wie da doch so politische Sachen da geklärt wurden.
233000	236000	Ja, wir wissen es, Politik ist nicht umsonst ein zweiter Vorname.
236000	241000	Daher weißt du auch sicher, dass jetzt, wo in Dalmaska der neue Präsident gewählt werden soll,
241000	247000	der Kandidat Obama auf dem Diplomadokus-Gipfel öffentlich zugegeben hat,
247000	251000	dass er die minderjährige Tochter seines Kontrahenteln geschwängert hat.
251000	253000	Was für ein Skandal!
253000	257000	Na, na, das, äh, ich dachte, das wäre ja, hätte ich schon gemacht.
257000	259000	Ist das wirklich ein Zettel hier drauf?
259000	264000	Jaja, mhm, an der Harte im Studio, Oklop und Band!
266000	272000	Oh, Amstie Sid, ich glaube, es ist jetzt langsam wieder an der Zeit für ein musikalisches Erlebnis.
272000	276000	Ja, zum Glück haben wir hier endlich, ist das alles ein bisschen verkabelt worden.
277000	284000	Ich hoffe ja, wir kriegen da ein paar gescheite Töne heraus aus dieser noch sehr unfertig wirkenden Anlage.
284000	290000	Ich lasse mich überraschen, du hast nämlich bestimmt ein wundervolles Gedicht vor meinen Ohren vorbereitet.
290000	293000	Gedicht? Ein Lied? Ich wollte jetzt ein Lied spielen, kein Gedicht!
293000	296000	Ja, im übertragenen Sinne meinte ich ein musikalisches Lied.
296000	299000	Ach so, natürlich, ich verstehe, Amstie Sid.
299000	306000	Also meine, ähm, begnadeten Kenntnisse der, mhm, der, ja, der, der Musik, der Lyrik und der ganzen Sachen.
306000	309000	Die wollten wir jetzt nicht wissen, sondern eigentlich wollten wir das Lied hören.
309000	314000	Und los geht's mit dem nächsten, mit einem richtigen FF-Lied!
314000	320000	Hallo, liebe Eltern, habt ihr euch schon immer gewünscht, länger bei Shinra arbeiten zu können und wollt eure Kinder loswerden?
320000	325000	Dann kommt in die Kaktorspielwiese, ihr werdet eure Kinder nie mehr wiederfinden, aber das ist auch gut so.
325000	331000	Denn die Kaktorspielwiese bietet wunderbar schöne Kaktoren, eure Kinder werden gar nicht mehr loskommen damit zu spielen.
331000	337000	Sie werden auf der Quenn-Rutsche rutschen, auf der Chocobo-Wippe wippen und mit den Kaktoren Kaktoren-Spielchen spielen.
337000	344000	Drum gebt eure Kinder in die Kaktoren-Spielwiese ab und kommt zu Shinra, denn Shinra ist euer Lieblingskonzern.
346000	349000	Was war denn das? Was hast du denen jetzt schon wieder falsch gemacht?
349000	352000	Nein, ich hab gesagt wir machen ein Lied und das ist doch...
352000	355000	Du hast doch hundertprozentig den falschen Knopf gedrückt.
355000	357000	Nein, ich hab gesagt wir machen ein Lied.
357000	360000	Hätte eigentlich ein vernünftiges Nobo-Uno-Matsu-Lied kommen müssen.
360000	362000	Ja, und weil du den falschen Knopf gedrückt hast, Kamel.
362000	364000	Nein, ich hab keinen falschen Knopf gedrückt.
364000	366000	Ja, natürlich, du hast genau den da gedrückt.
366000	367000	Ich hab nicht den da.
367000	369000	Den großen. Den links.
369000	370000	Ja und?
370000	371000	Was steht denn da drüber?
371000	373000	Was weiß ich? Das ist alles Wutaianisch.
373000	376000	Ich dachte du kannst Wutaianisch, du warst doch in Wutai, du musst das doch können.
377000	378000	Man verlernt auch Sprachen.
378000	381000	Okay, du hast nichts gelernt. Die Reise war komplett umsonst gewesen.
381000	384000	Nein, ich hab eine wichtige Erfahrung in meinem Leben gemacht.
384000	385000	Aber ist mir jetzt auch scheißegal.
385000	386000	Dass du analfabiert bist?
386000	387000	Nein, mir doch jetzt egal.
387000	390000	Komm, wir schließen jetzt einfach unsere verdammten Musikbooks an
390000	392000	und spielen ein vernünftiges Nobo-Uno-Matsu-Lied.
392000	393000	Das ist ganz einfach.
393000	397000	Warte mal, hier so, platsch und jetzt ein Nobo-Uno-Matsu-Lied.
397000	398000	Und wie hast du mitgenommen?
398000	399000	Ja.
399000	404000	Listen to this one, this one, this one, this one, this one, this one, this one.
406000	407000	Okay.
407000	408000	Okay.
408000	409000	Okay.
409000	410000	Okay.
410000	411000	Okay.
411000	413000	Okay.
441000	442000	Okay.
442000	443000	Okay.
443000	444000	Okay.
444000	445000	Okay.
445000	446000	Okay.
446000	447000	Okay.
447000	448000	Okay.
448000	449000	Okay.
449000	450000	Okay.
450000	451000	Okay.
451000	452000	Okay.
452000	453000	Okay.
453000	454000	Okay.
454000	455000	Okay.
455000	456000	Okay.
456000	457000	Okay.
457000	458000	Okay.
458000	459000	Okay.
459000	460000	Okay.
460000	461000	Okay.
461000	462000	Okay.
462000	463000	Okay.
463000	464000	Okay.
464000	465000	Okay.
465000	466000	Okay.
466000	467000	Okay.
467000	468000	Okay.
498000	499000	Okay.
499000	500000	Okay.
500000	501000	Okay.
501000	502000	Okay.
502000	503000	Okay.
503000	504000	Okay.
504000	505000	Okay.
534000	535000	Okay.
535000	536000	Okay.
536000	537000	Okay.
537000	538000	Okay.
538000	539000	Okay.
539000	540000	Okay.
540000	541000	Okay.
541000	542000	Okay.
542000	543000	Okay.
543000	544000	Okay.
544000	545000	Okay.
545000	546000	Okay.
546000	547000	Okay.
547000	548000	Okay.
548000	549000	Okay.
549000	550000	Okay.
550000	551000	Okay.
551000	552000	Okay.
552000	553000	Okay.
553000	554000	Okay.
554000	555000	Okay.
555000	556000	Okay.
556000	557000	Okay.
557000	558000	Okay.
558000	559000	Okay.
559000	560000	Okay.
560000	561000	Okay.
561000	562000	Okay.
562000	563000	Okay.
563000	564000	Okay.
564000	565000	Okay.
565000	566000	Okay.
566000	567000	Okay.
567000	568000	Okay.
568000	569000	Okay.
569000	570000	Okay.
570000	571000	Okay.
571000	572000	Okay.
572000	573000	Okay.
573000	574000	Okay.
574000	575000	Okay.
575000	576000	Okay.
576000	577000	Okay.
577000	578000	Okay.
578000	579000	Okay.
579000	580000	Okay.
580000	581000	Es geht doch kaputt.
581000	582000	Es geht schon.
582000	583000	Es geht schon.
583000	584000	Hier.
584000	585000	Hier.
585000	586000	Ich hab den Feuer löscht.
586000	587000	Habt ihr's gesehen?
587000	588000	Hier.
588000	589000	Hier.
589000	590000	Löscht.
590000	591000	Ja, ist gut.
591000	592000	Es ist zu spät.
592000	593000	Löscht.
593000	594000	Zu spät.
594000	595000	Zu spät.
595000	596000	Zu spät.
596000	597000	Hab ich's gelöscht?
597000	598000	Nein.
598000	599000	Ich hab's gelöscht.
599000	600000	Nein.
600000	601000	Ja.
601000	602000	Ich hab's gelöscht.
602000	603000	Nein, es war schon gelöscht.
603000	604000	Durch...
604000	605000	Was ist das?
605000	606000	Bommelbrot.
606000	607000	Ja, ganz toll.
607000	608000	Mit Bier wurde es schon gelöscht.
608000	609000	Ist das nicht toll?
609000	610000	Bommel?
610000	611000	Brot.
611000	617440	Ja, dieser nette Bauarbeiter hat uns freundlicherweise geholfen und diese Flüssigkeit, bieriger Substanz
617440	618440	darüber gekippt.
618440	619440	Ich glaube nicht, dass...
619440	620440	Ja, danke, schöne Bauarbeiter.
620440	621440	Sehr nett.
621440	622440	Komm schon, komm wieder her.
622440	623440	Wir brauchen nichts.
623440	624440	Jo, ich muss da mal...
624440	625440	Bitte schön.
625440	626440	Bitte schön.
626440	627440	Ich geh mal in die Arbeit.
627440	628440	Wir müssen was machen.
628440	629440	Okay.
629440	630440	Hast du verstanden, was er gesagt hat?
630440	631440	Vielen Dank für die Hilfe.
631440	632440	Ich glaub, er hat gesagt, es tut ihm total leid, und er wird uns den Schaden verbreiten.
632440	637440	Ich glaub, er hat gesagt, es tut ihm total leid, und er wird uns den Schaden verbreiten.
637880	638880	Oh, das ist aber nett.
638880	639880	Nein, das hat er natürlich nicht gesagt, du Vollidiot.
639880	640880	Ja, das hast du doch gerade gesagt, dass er das gesagt hat.
640880	641880	Ich hab doch kein Wort verstanden.
641880	642880	Ja, was soll ich wissen?
642880	643880	Ich hab kein Wort verstanden.
643880	644880	Ja, aber warum brennt überhaupt die Musikbox?
644880	645880	Wahrscheinlich hast du nicht aufgepasst.
645880	646880	Ich hab kein...
646880	647880	Ich beschwer mich jetzt bei Boglen.
647880	648880	Hast du überhaupt seine Nummer?
648880	649880	Ähm...
649880	650880	Warte mal, ich hab hier doch so einen Vertrag.
650880	651880	Da steht doch so was denen nicht dabei.
651880	652880	So, hier.
652880	653880	Hier haben wir es doch.
653880	654880	Eine Radiosende.
654880	655880	Don und MC Sid.
655880	656880	Das ist doch total...
656880	657880	Das ist doch total...
657880	658880	Das ist doch total...
658880	659880	Das ist doch total...
659880	660880	Das ist doch total...
660880	661880	Das ist doch total...
662120	663120	Ja, was weiß ich?
663120	664120	Ach, da ist ja Bommelbräu dran, man.
664120	665120	Dieser Bauarbeiter.
665120	666120	Äh.
666120	667120	Nicht auf meine Hose.
667120	668120	Warte mal, hier hab ich noch die Telefonnummer.
668120	669120	Das kann ich dir schon wieder reinigen lassen.
669120	670120	Es klingelt.
670120	671120	Lass mich lieber mit denen reden, du...
671120	672120	Nein, nein, nein, nein, nein, nein, MC Sid.
672120	673120	Ich bin noch besser.
673120	674120	MC Sid, es ist schon okay.
674120	675120	Ich weiß schon ganz genau, wie man mit solchen Leuten redet.
675120	676120	Du hast immer so eine ruppige Art.
676120	677120	Ja, du hast ruppige Art.
677120	678120	Ihr habt überhaupt keine ruppige Art.
678120	679120	Das ist doch total...
679120	680120	Ihr habt keine ruppige Art.
680120	681120	Das ist doch total...
681120	682120	Ihr habt keine ruppige Art.
682120	683120	Das ist doch total...
683120	684120	Das ist doch total...
684120	685120	Ihr habt keine ruppige Art.
685120	686120	Das ist doch total...
686120	687120	Ihr habt keine ruppige Art.
687120	688120	Das ist doch total...
688120	689120	Ihr habt keine ruppige Art.
689120	690120	Das ist doch total...
690120	691120	Ihr habt keine ruppige Art.
691120	692120	Das ist doch total...
692120	693120	Ihr habt keine ruppige Art.
693120	694120	Das ist doch total...
694120	695120	Ihr habt keine ruppige Art.
695120	696120	Das ist doch total...
696120	697120	Ihr habt keine ruppige Art.
697120	698120	Das ist doch total...
698120	699120	Ihr habt keine ruppige Art.
699120	700120	Das ist doch total...
700120	701120	Ihr habt keine ruppige Art.
701120	702120	Das ist doch total...
702120	703120	Ihr habt keine ruppige Art.
703120	704120	Das ist doch total...
704120	705120	Ihr habt keine ruppige Art.
705120	706120	Das ist doch total...
706120	707120	Ihr habt keine ruppige Art.
707120	708120	Das ist doch total...
708120	709120	Ihr habt keine ruppige Art.
709120	710120	Das ist doch total...
710120	711120	Ihr habt keine ruppige Art.
711120	712120	Das ist doch total...
712120	713120	Ihr habt keine ruppige Art.
713120	714120	Das ist doch total...
714120	715120	Ihr habt keine ruppige Art.
715120	716120	Das ist doch total...
716120	717120	Ihr habt keine ruppige Art.
717120	718120	Das ist doch total...
718120	719120	Ihr habt keine ruppige Art.
719120	720120	Das ist doch total...
720120	721120	Ihr habt keine ruppige Art.
721120	722120	Das ist doch total...
722120	723120	Ihr habt keine ruppige Art.
723120	724120	Das ist doch total...
724120	725120	Ihr habt keine ruppige Art.
725120	726120	Das ist doch total...
726120	727120	Ihr habt keine ruppige Art.
727120	728120	Das ist doch total...
728120	729120	Ihr habt keine ruppige Art.
729120	730120	Das ist doch total...
730120	731120	Ihr habt keine ruppige Art.
731120	732120	Das ist doch total...
732120	733120	Ihr habt keine ruppige Art.
733120	734120	Das ist doch total...
734120	735120	Ihr habt keine ruppige Art.
735120	736120	Das ist doch total...
736120	737120	Ihr habt keine ruppige Art.
737120	738120	Das ist doch total...
738120	739120	Ihr habt keine ruppige Art.
739120	740120	Das ist doch total...
740120	741120	Ihr habt keine ruppige Art.
741120	742120	Das ist doch total...
742120	743120	Ihr habt keine ruppige Art.
743120	744120	Das ist doch total...
744120	745120	Ihr habt keine ruppige Art.
745120	746120	Das ist doch total...
746120	747120	Ihr habt keine ruppige Art.
747120	748120	Das ist doch total...
748120	749120	Ihr habt keine ruppige Art.
749120	750120	Das ist doch total...
750120	751120	Ihr habt keine ruppige Art.
751120	752120	Das ist doch total...
752120	753120	Ihr habt keine ruppige Art.
753120	754120	Das ist doch total...
754120	755120	Ihr habt keine ruppige Art.
755120	756120	Das ist doch total...
756120	757120	Ihr habt keine ruppige Art.
757120	758120	Das ist doch total...
758120	759120	Ihr habt keine ruppige Art.
759120	760120	Das ist doch total...
760120	761120	Ihr habt keine ruppige Art.
761120	762120	Das ist doch total...
762120	763120	Ihr habt keine ruppige Art.
763120	764120	Das ist doch total...
764120	765120	Ihr habt keine ruppige Art.
765120	766120	Das ist doch total...
766120	767120	Ihr habt keine ruppige Art.
767120	768120	Das ist doch total...
768120	769120	Ihr habt keine ruppige Art.
769120	770120	Das ist doch total...
770120	771120	Ihr habt keine ruppige Art.
771120	772120	Das ist doch total...
772120	773120	Ihr habt keine ruppige Art.
773120	774120	Das ist doch total...
774120	775120	Ihr habt keine ruppige Art.
775120	776120	Das ist doch total...
776120	777120	Ihr habt keine ruppige Art.
777120	778120	Das ist doch total...
778120	779120	Ihr habt keine ruppige Art.
779120	780120	Das ist doch total...
780120	781120	Ihr habt keine ruppige Art.
781120	782120	Das ist doch total...
782120	783120	Ihr habt keine ruppige Art.
783120	784120	Das ist doch total...
784120	785120	Ihr habt keine ruppige Art.
785120	786120	Das ist doch total...
786120	787120	Ihr habt keine ruppige Art.
788120	790120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
790120	791120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
791120	792120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
792120	793120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
793120	794120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
794120	795120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
795120	796120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
796120	797120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
797120	798120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
798120	799120	Und ich bin hierhergekommen, um das morastische Feuer zu entzünden.
799120	800120	Siehst du?
800120	803120	Na du kleiner Bängel, warum machst du denn sowas?
803120	807120	Dankeschön, dass du unsere kostbare Ausrüstung zerstörst.
807120	808120	Was hat der sich überhaupt über die...
808120	809120	Was macht der denn hier?
809120	810120	Morastische Feuer?
810120	811120	Vivi Oronizia.
811120	812120	Schöner Name.
812120	813120	Schön.
813120	814120	Etwas kompliziert.
814120	815120	Vivi würde mir schon reichen.
815120	816120	Aber gut.
816120	817120	Vivi Oronizia.
817120	818120	Kann ich sagen.
818120	819120	Vivi Oronizia.
819120	820120	Ich bin hierhergekommen, um das morastische Feuer anzünden.
820120	821120	Ja klar, das morastische Feuer.
821120	822120	Morastische Feuer?
822120	823120	Warum lacht ihr denn so?
823120	824120	Hier sind wir im Studio.
824120	825120	Das ist das FM Studio.
825120	826120	Wir sind nicht in Butai.
826120	827120	Vielleicht hat er sich beirrt.
827120	828120	Oder weiß nicht genau wo.
828120	829120	Oh ne, nicht schon wieder.
829120	830120	Immer diese scheiß Ratzdinger eulen.
830120	831120	Okay.
831120	832120	Könnt ihr nicht einmal dahin fliegen, wo ich denen auch sagt, dass sie mich hinführen
832120	833120	sollen?
833120	834120	Volker Morastitus.
834120	835120	Volker Morastitus.
835120	836120	Volker Morastitus.
836120	837120	Volker Morastitus.
837120	838120	Volker Morastitus.
838120	839120	Volker Morastitus.
839120	840120	Volker Morastitus.
840120	841120	Volker Morastitus.
841120	842120	Volker Morastitus.
842120	843120	Volker Morastitus.
843120	844120	Volker Morastitus.
844120	845120	Volker Morastitus.
845120	846120	Volker Morastitus.
846120	847120	Volker Morastitus.
848120	849120	Volker Morastitus.
849120	850120	Volker Morastitus.
850120	851120	Volker Morastitus.
851120	852120	Volker Morastitus.
852120	853120	Volker Morastitus.
853120	854120	Volker Morastitus.
854120	855120	Volker Morastitus.
855120	856120	Volker Morastitus.
856120	857120	Volker Morastitus.
857120	858120	Volker Morastitus.
858120	859120	Volker Morastitus.
859120	860120	Volker Morastitus.
860120	861120	Volker Morastitus.
861120	862120	Volker Morastitus.
862120	863120	Volker Morastitus.
