start	end	text
0	4920	Herzlich willkommen zur zehnten Jubiläumsfolge des FFM Radios, präsentiert
4920	11280	von Final Fantasy Universe. Begrüßen Sie mit mir unsere Moderatoren MC Sit und DJ Don.
11280	15720	Hallo, willkommen zum zehnten Teil des FFM Radios.
15720	19120	Willkommen, liebe Hörer, zu unserem wunderschönen Radio.
19120	24360	Es ist der zehnte Teil und das hier ist unser zehntes Radio-Jubiläum.
24360	27920	Ich bin DJ Don und das ist MC Sit.
27960	31440	Ja, und wir machen hier ein Radio.
31440	33960	Ja, wir haben uns auch ganz schick angezogen.
33960	41480	DJ Don ist in einem voluminösen Frag gekleidet, mit Gewand, Umhang, alles dran.
41480	43360	MC Sit, äh, au.
43360	46680	Ich habe meine feinen Ausgeltruhe, meine beste Krawatte, alles.
46680	48680	Eine weiße beste Krawatte.
48680	50880	Gar nicht weiß, da sind Tropfen drauf, die ist sehr schick.
50880	52560	Weiße mit Tropfen.
52560	53760	Die ist so schick.
53760	57800	Ja, zum zehnten FFM Radio haben wir eine Menge vorbereitet.
57800	62480	Das könnt ihr euch gar nicht vorstellen, es ist so viel und so unglaublich.
62480	66680	Gäste, Freunde, Feinde, lustige Leute.
66680	69960	Wir haben ein paar alte Bekannte wieder getroffen.
69960	72280	Also, kontaktiert.
72280	79000	Und ein paar besondere Specials und Experimente, Wettum und ich will ja nichts dran haben.
79000	80320	Nein, bloß nicht.
80320	81320	So spannend.
81320	82480	Ey, das wird so geil.
82480	86200	Wir werden die beste Musik spielen, die Musik, die wir...
86280	87920	Das ist etwas, noch nie da gewesen.
87920	91520	Zum Beispiel jetzt spielen wir was ganz Tolles.
91520	93240	Es fängt gerade, es fängt so hammerhart an.
93240	94240	Es ist so gut.
94240	95240	Und...
95240	96240	Herrlich.
96240	97240	Ah, schöne Musik.
97240	101640	Zu viel der guten Worte, hört einfach, lasst es einfach auf euch wirken.
101640	103640	Lasst uns der Magie, Magie walten.
206200	223160	Willkommen zurück, meine lieben Freunde.
223160	224160	Sieh schon.
224160	230440	Sag unseren lieben Fans doch, was das für ein schönes Lied ist, so kannst du auch sagen,
230440	231440	was das erste Lied ist.
231680	236520	Das war von Jackson Eliason oder so, das FF1 Main Theme.
236520	240720	Das F1 ja, Main Theme, ein bisschen in der Extra Version oder so.
240720	244040	Jaja, das war so ein bisschen inspiriert und so.
244040	248040	Und so, und wie letztes Mal angekündigt, haben wir jetzt hier was vorbereitet.
248040	249040	Ich freue mich schon so.
249040	253880	Wir haben jetzt mal hier zu unsern, wir haben mal hier ein kleines Studio aufgebaut.
253880	255880	Wir haben so schöne Gäste wieder, das ist herrlich.
255880	260720	Und ich möchte euch hiermit begrüßen, sie feierlich, begrüßen sie feierlich mit uns.
260720	265480	Und jetzt werde ich den, unseren alten Bekannten vom ersten Teil, ist er wieder da, bei der
265480	266480	zehnten Folge.
266480	267480	Brooklyn!
267480	268480	Brooklyn!
268480	269480	Grüße.
269480	270480	Ja.
270480	273480	Das ist der Brooklyn, wie wir ihn kennen.
273480	279040	Und natürlich haben wir nicht nur Brooklyn, wir haben so viel, wir haben einen Star aufgeholt.
279040	283440	Wir haben noch etwas viel Tolleres, und zwar DJ Don, du hast die Ehre.
283440	284440	Diktator Mock.
284440	287440	Willkommen meine Untertanen, Kupo.
287440	288440	Diktator Mock, wie wir ihn kennen.
288440	290440	Ich hab ihn ein bisschen vermisst.
290440	293120	Ja, also wir haben euch alles sehr vermisst, und so wie wir letztes Mal angekündigt haben,
293120	297320	haben wir hier Kuchen und Tee vorbereitet, und wir werden jetzt ein bisschen über, ich
297320	299320	meine, letztes Mal hat der Krieg.
299320	303320	Der Tee ist übrigens sehr heiß, also bitte, ein bisschen Vorsicht.
303320	304320	Ganz langsam.
