start	end	text
0	23000	Willkommen beim Final Fantasy Radio. Ich bin DJ Don und neben mir ist MC C. Wir beide sind so große Final Fantasy Fans, dass wir dachten, machen wir doch ein Final Fantasy Radio.
23000	33000	Aber keine Angst, Final Fantasy-Hasser auf der Welt, wir werden nicht nur Final Fantasy Lied spielen, denn jedes fünfte Lied wird ein Final Fantasy Lied sein. Ist okay, oder?
34000	40000	Und jetzt fangen wir gleich an mit einem Lied von FFU, der Anime-Serie von Final Fantasy.
40000	42000	Wibbelt das End-Theme.
53000	58000	Die Hände sind kalt und sehr seltsam.
58000	61000	Ich kann mein Herz schluchzen.
61000	67000	Als ich dich sah, war ich überrascht.
67000	73000	Ich habe dich lieben, als ich dich liebte.
73000	76000	Ich bin immer so wie du.
76000	79000	Ich bin immer so wie du.
79000	87000	Du hast den Schicksal, den Gott erhofft, gefunden.
87000	93000	Ich denke, dass ich dich jetzt nur noch stärker fühle.
93000	99000	Ich habe so viel Zeit, um dir zu erzählen.
99000	108000	In meinen Augen beginnt etwas, das nur du sehen kannst.
109000	119000	Ich bin einfach und habe keine Wünsche.
119000	121000	Schau dir die Ergebnisse an.
121000	127000	Dein idealer Typ ist so hoch und so dünn.
127000	135000	Bitte, Gott, schütze mich.
135000	138000	Ich bin immer so wie du.
138000	141000	Ich bin immer so wie du.
141000	147000	Du hast den Schicksal, den Gott erhofft, gefunden.
147000	152000	Ich bin einfach und habe keine Wünsche.
152000	156000	Ich bin einfach und habe keine Wünsche.
165000	167000	Ich bin einfach und habe keine Wünsche.
167000	171000	Du hast den Schicksal, den Gott erhofft, gefunden.
171000	181000	Ich bin einfach aber noch malb Fenハ隊长.
181000	184000	Ich bin einfach und habe keine Wünsche.
184000	189000	Ich bin einfach und habe keine Wünsche.
189000	219000	Ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja
219000	226000	Ja.
229980	231780	Diesen Song hört man sich immer mal wieder gerne an.
231780	238780	Stimmt's, MC CYiary? Ja, DJ Dan. Yeah. Und wir haben auch heute einen ganzanten
238780	245780	Yeah! Und wir haben auch heute einen ganz tollen Stargeist bei uns, Darth Schaaf!
249780	262780	Mein Name ist Schaaf, ich komme aus B von Rhein und ich freue mich ganz besonders hier bei euch heute in dieser Rap-Sendung mit so talentierten DJs und Dons.
262780	263780	Danke!
263780	266780	Rap-Sendung, was hast du ihm erzählt?
267780	272780	Ich dachte, wir essen Kuchen und hören uns Rap-Musik an.
274780	280780	Ja, also Kuchen und Rap-Musik, das passt einfach nicht zusammen.
280780	282780	Also ich finde schon...
282780	287780	Deshalb haben wir verschiedene Räume dafür. Die einen hören Rap-Musik, die anderen essen Kuchen.
287780	293780	Aber man kann sich doch mittags so eine Gemültchen-Tasse Tee und ein Stück Kuchen, ein kleines Rap-Lieder nehmen.
293780	296780	Dicke und schwarze vertragen sich eben nicht.
296780	299780	Das stimmt nicht, ich vertrag mich gut mit schwarzen.
302780	306780	Ja, also unser nächstes Lied ist von...
306780	308780	Wie will ich nochmal?
308780	309780	Limp Bizkit.
309780	311780	Von Limp Bizkit, nämlich...
311780	312780	My Way.
312780	314780	Yeah, spiel's ab!
314780	316780	Ich hasse Limp Bizkit, aber bitte.
316780	318780	Lass mal, los geht's!
323780	325780	Limp Bizkit
325780	327780	Limp Bizkit
327780	329780	Limp Bizkit
329780	331780	Limp Bizkit
331780	333780	Limp Bizkit
333780	335780	Limp Bizkit
335780	337780	Limp Bizkit
337780	339780	Limp Bizkit
339780	341780	Limp Bizkit
341780	343780	Limp Bizkit
343780	345780	Limp Bizkit
345780	347780	Limp Bizkit
347780	349780	Limp Bizkit
349780	351780	Limp Bizkit
351780	353780	Limp Bizkit
353780	355780	Limp Bizkit
355780	357780	Limp Bizkit
357780	359780	Limp Bizkit
359780	361780	Limp Bizkit
361780	363780	Limp Bizkit
363780	365780	Limp Bizkit
365780	367780	Limp Bizkit
367780	369780	Limp Bizkit
369780	371780	Limp Bizkit
371780	373780	Limp Bizkit
373780	375780	Limp Bizkit
375780	377780	Limp Bizkit
377780	379780	Limp Bizkit
379780	381780	Limp Bizkit
381780	383780	Limp Bizkit
383780	385780	Limp Bizkit
385780	387780	Limp Bizkit
387780	389780	Limp Bizkit
389780	391780	Limp Bizkit
391780	393780	Limp Bizkit
393780	395780	Limp Bizkit
395780	397780	Limp Bizkit
397780	399780	Limp Bizkit
399780	401780	Limp Bizkit
401780	403780	Limp Bizkit
403780	405780	Limp Bizkit
405780	407780	Limp Bizkit
407780	409780	Limp Bizkit
409780	411780	Limp Bizkit
411780	413780	Limp Bizkit
