start	end	text
0	6880	Ich bin Präsident Brooklyn und ich präsentiere euch zusammen mit der Shinra Corporation und
6880	16200	meiner Lieblingsportion Malboro das neue FFM Shinradio.
16200	22680	Herzlich willkommen Shinra Corporation freut sich euch zum ersten Teil des lang ersehnten
22680	25080	Shinradios begrüßen zu dürfen.
25320	27320	Vollkommen richtig mein Lieber Reno.
27320	32600	Wie Präsident Brooklyn schon immer sagt, Shinra ist wichtig.
32600	34600	Und die Marco Energy too.
34600	41600	Nun wir haben wieder ein großartiges Programm vorbereitet heute in unserem Shinradio.
41600	46520	Wir möchten nochmal ganz besonders darauf hinweisen, dass Shinra das richtige für
46520	47520	euch ist.
47520	48520	Wählt also Shinra.
48520	53520	Und jetzt weiter in unserem fröhlichen Musikprogramm, oder Reno?
53520	54520	Ganz richtig.
54960	57960	Hier kommt nun der Shinra Song.
57960	64960	Genau unser Lieblingslied, alle lieben ihn, den Shinra Song und schon geht es los.
144520	161640	Willkommen zurück, nach diesem grandiosen Musikspektakel begrüßen wir euch wieder
161640	163640	zum FFM Shinradio.
163640	170840	Ja Vorgesetzter Reeve, aber was sind das eigentlich die ganze Zeit für Laute da hinten aus der
170840	171840	Abstellkammer?
172160	179600	Tja, das ist unser Notfallkerker, dort haben wir die vergangenen FFM-Moderatoren eingesperrt.
184600	189600	Ja, wollen wir doch vielleicht einmal schauen, was unsere Gefangenen so machen?
191600	196600	Ja warum nicht, vielleicht können wir noch ein paar sadistische Spielchen mit ihnen
196600	197600	treiben.
198360	204360	Professor Yo-Yo wäre bestimmt auch an ihnen interessiert, aber gut, schauen wir einmal
204360	205360	rein.
205360	215360	Wir müssen stark sein, wir müssen uns gegen die böse Diktatur von Shinra behaupten.
215360	220360	Nun Gefangene, was tut ihr hier?
220360	223360	Ich hab einen Plan.
224120	225120	Ich hab einen Plan.
225120	226120	Was?
226120	227120	Du hast einen Plan?
227120	228120	Was?
228120	229120	Plan?
229120	230120	Wie?
230120	231120	Ein Plan.
231120	232120	Ein Plan.
232120	233120	Ah ja, ein Plan.
233120	236120	Wie tricksen sie aus?
236120	241120	Wie lassen sie sich beide gegenseitig töten?
241120	248120	Viel besser, wir tun so, als wären wir sie, damit sie denken, sie sind wir.
248120	250120	Aber dann sind wir doch sie.
250120	252120	Ja und dann kommt ihr aus.
252880	253880	Ich bin nicht diese.
253880	254880	Du tust, Yenis.
254880	259880	Aber du, aber dann bin ich, ich bin auch die, wenn ich sie bin, wenn sie, ich bin und
259880	260880	sie, sie.
260880	262880	Genau, das soll sie verwirren.
262880	263880	Sie, Yenis.
263880	264880	Da, da, da kommen sie.
264880	265880	Achtung, alles nach Plan.
265880	266880	Aha.
268880	272880	Nun Gefangene, was treibt ihr hier Schreckliches?
272880	277880	Überliebste Scherzen, glaubt ihr etwa, was man euch in der Folter eingetrichtet hat?
277880	278880	Genau.
278880	281880	Moment, wir haben euch gefoltert.
282640	288640	Genau, ihr seid die verurteilten, die wir verurteilten.
288640	293640	Es verhält sich doch so, hier sind die Gitter, ihr seid eingesperrt.
293640	294640	Ich bin du.
294640	295640	Licht.
295640	296640	Wir sind wo?
296640	299640	Wir sind wir, ihr seid ihr.
299640	303640	Lieber MC Sid und lieber DJ Don, seht es doch endlich ein.
303640	304640	Was soll ich einsehen?
304640	306640	Ihr wurdet hinter das Licht geführt.
306640	307640	Licht?
307640	308640	Welches Licht?
308640	309640	Ich sehe hier nur Schatten.
309640	311640	Reeve, was machen wir mit den beiden?
312400	315400	Ich glaube, wir werden die beiden ins Gefängnis sperren.
322400	324400	DJ Don, was sollen wir mit den beiden anstellen?
324400	326400	Die sind doch schon im Gefängnis.
326400	327400	DJ Don!
327400	328400	Was?
328400	329400	DJ Don.
329400	330400	Das ist DJ Don.
330400	331400	Wer ist DJ Don?
331400	332400	Du bist DJ Don.
332400	333400	Ich bin nicht DJ Don.
333400	334400	Das ist Reeve.
334400	335400	Reeve, es bist du.
335400	336400	Reno.
336400	337400	Ich bin Reno.
337400	338400	MC Sid, wo?
339160	342160	Ja, aber wer ist denn jetzt eigentlich gefangen?
342160	343160	Ihr?
343160	344160	Sie?
344160	345160	Und wer ist jetzt?
345160	346160	Und wer ist Reeve?
346160	347160	Ich kriege es nicht mehr durch.
347160	348160	Ich verstehe es nicht.
348160	349160	Du bist Reeve.
349160	350160	Ich bin Reno.
350160	352160	Aber du bist doch doch Reeve, wenn ich Reno bin.
352160	353160	Bin ich gefangen?
353160	354160	Bin ich frei?
354160	357160	Das sind sehr viele so offische Fragen.
357160	358160	Fangen wir doch mal von vorne an.
358160	362160	Wir sollten vielleicht noch etwas darüber nachdenken, hier im Kerker.
362160	364160	Genau, DJ Don und MC Sid.
364160	366160	Wir haben euch die ganze Zeit belauscht.
366160	367160	Wir haben überall Wanzen gehabt.
367920	369920	Wir haben jede einzelne eure Aufzeichnungen verfolgt.
369920	370920	Aufzeichnung?
370920	371920	Welche Aufzeichnung?
371920	374920	Wir haben eine Aufzeichnung aus dem Kerker gesendet.
374920	375920	Im Kerker.
375920	376920	Ihr seid im Kerker.
376920	377920	Natürlich seid ihr im Kerker.
377920	378920	Ihr seid nicht im Kerker.
378920	379920	Ihr seid unsere Gefangenen.
379920	380920	Ihr seid alle in einem riesigen Kerker.
380920	381920	Ihr seid MC Sid und DJ Don.
381920	382920	Und wir, Shinra, haben euch eigenhändig in den Kerker geworfen.
382920	383920	Wo ihr hingehört.
383920	384920	Ihr Puck.
384920	385920	Shinra über Shinra.
385920	386920	Shinra, Shinra.
386920	387920	Ja, richtig.
387920	388920	Shinra.
388920	389920	Nein, nein.
389920	390920	Moment.
390920	391920	Shinra ist nicht mein Lieblingskonzert.
391920	392920	Nein.
392920	393920	Nein.
394680	395680	Moment.
395680	396680	Shinra ist nicht mein Lieblingskonzert.
396680	397680	Nein.
397680	398680	Was wollte ich sagen?
398680	399680	Shinra ist mein Lieblingskonzert.
399680	400680	Shinra ist das Lieblingskonzert.
400680	401680	Shinra ist scheiße.
401680	402680	Damit habt ihr euch verraten.
402680	403680	Tod den Shinraisten.
403680	404680	Genau.
404680	405680	Tod von den Shinran-Listern.
405680	406680	Shinra ist super.
406680	407680	Und wir müssen gegen euch fortgehen.
407680	408680	Ja.
408680	409680	Ihr nur böser, böser DJ Don, du.
409680	410680	Und noch böser, fieserer, hinterhältiger MC Sid.
410680	411680	Versucht ja nicht auszubrechen.
411680	412680	Nein, nein.
412680	413680	Shinra ist mein Lieblingskonzert.
413680	414680	Shinra ist das Lieblingskonzert.
414680	415680	Shinra ist scheiße.
415680	416680	Damit habt ihr euch verraten.
416680	417680	Tod den Shinraisten.
