start	end	text
0	10280	Nur zwei seltsame Kerle werden uns helfen können, die Antwort zu finden.
10280	12560	Zwei seltsame Kerle?
12560	13560	Wer denn?
13560	22960	Wir gehen auf die Suche nach DJ Don und MC Sid.
23960	35080	Der Lebensstrom, er fließt durch mich, durch dich, durch jede Lebensform auf diesem Planeten.
35080	40520	Erlauben Sie, dass ich mich vorstelle.
40520	43920	Ich bin Bugen Hagen.
43920	50680	Erneut darf ich Ihnen unseren Jungen vorstellen.
50680	56240	Eine faszinierende Lebensform auf dem Planeten Terra.
56240	60960	Wir verfolgen weiter sein Schicksal.
60960	66880	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
73920	78920	Wir verfolgen den Jungen auf seiner Reise durch die Welt.
78920	83920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
83920	88920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
88920	93920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
93920	98920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
98920	102920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
102920	107920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
107920	112920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
112920	117920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
117920	122920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
122920	127920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
127920	131920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
131920	135920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
135920	139920	Wir begleiten diesmal den Jungen auf seiner Reise durch die Welt.
149920	153920	Doch schauen wir selbst allem selbst.
153920	158640	Shadow! Shadow, wann erreichen wir denn endlich MC Sid und DJ Don, meine großen Idole?
158640	164240	Endlich werde ich meine großen Idole MC Sid und DJ Don treffen, die größten Radiomoderatoren der Welt!
