start	end	text
0	8000	Willkommen zu FFM Radio, do fantasies with you, and to choke for two.
8000	13000	Good morning, Sektor 7!
13000	15000	Hallo Leute, hier ist...
15000	21000	Herzlich willkommen zum neunten, inzwischen schon neunten Teil von FFM Radio.
21000	23000	Mit mir DJ Don und...
23000	25000	Dem wunderschönen MC Sid an seiner Seite.
25000	29000	Ja, hallo! Hey, der Quake hat angefangen!
29000	31000	Der Krieg! Ja!
31000	32000	Ja!
32000	35000	Man weiß nicht so ganz, warum...
35000	36000	Ja!
36000	38000	Und... aber...
38000	39000	Aber...
39000	40000	Ist halt so, ne?
40000	41000	Macht Spaß!
41000	43000	Macht Spaß, ja du Stubenhocker!
43000	46000	Du traust dich ja gar nicht mehr einkaufen zu gehen, wegen den ganzen Minen.
46000	55000	Na, auf jeden Fall, unser schönes FFM Radio hier ist als strategischer Stützpunkt gegen Führschindler eingekauft worden.
55000	56000	Eingekauft worden.
56000	58000	Na ja, besetzt ist so ähnlich.
58000	59000	Eingekauft.
59000	62000	Wenn wir wenigstens Geld dafür gekriegt haben hätten würden, aber...
62000	68000	Na ja, auf jeden Fall, jetzt müssen wir ein bisschen Shinra Song spielen und Shinra ist toll.
68000	70000	Ein bisschen Anti-Kriegsmusik.
70000	73000	Nein, kein Anti-Kriegsmusik, wir müssen für den Krieg.
73000	75000	Krieg ist gut!
75000	77000	Ich denke, da war ja was.
77000	85000	Also, jetzt kommt Kriegmarsch und ihr Soldaten da draußen kämpft für die Freiheit von Shinra!
85000	88000	Auf das das Blut in Strömen fließt.
88000	89000	Viel Spaß!
115000	117000	Das war's für heute.
117000	119000	Vielen Dank für's Zuschauen.
119000	121000	Bis zum nächsten Mal.
121000	123000	Tschüss!
145000	147000	Tschüss!
175000	177000	Tschüss!
177000	179000	Tschüss!
205000	207000	Tschüss!
207000	210000	Tschüss!
235000	237000	Tschüss!
265000	267000	Tschüss!
295000	297000	Tschüss!
325000	341000	Und nun folgt die Werbung.
341000	343000	Und nun folgt die Werbung.
371000	386000	Und hier habe ich den süßen Claude und den netten Squall.
386000	397000	So und meine lieben Schüler, ich habe jetzt eine super mega absolut grauenvolle schwierige Ausgabe für euch.
397000	408000	Wer ist das Oberhaupt von allem? So Squall, beantworte die Frage. Ich werde nie wieder eine stellen mehr.
408000	414000	Das ist doch der Papst, der neue Papst Mogli XVI.
414000	421000	Nein, das ist absolut grauenvoll niederträchtig, absolut blöd und einfach falsch.
421000	428000	So ich suche mir jetzt einen anderen bösen Freiwilligen. Und zwar ich, Claude.
428000	429000	Sir?
429000	430000	Ja?
430000	435000	Ah, die Antwort, Sir. Ja, die Antwort ist Präsident Brooklyn steht über allem.
435000	445000	Das ist absolut, absolut richtig und einfach richtig. Es ist Präsident Brooklyn, unser Anführer.
445000	454000	Habt ihr das alles verstanden da draußen? So und jetzt werde ich mich zur Ruhe setzen. Auf Wiedersehen!
455000	456000	So!
456000	457000	So!
457000	458000	So!
459000	462000	Ja, das war der Vanadimama-Marsch.
462000	463000	Der Vanadil-Marsch.
463000	464000	Der Vanadil-Marsch von...
464000	465000	11, 12.
465000	466000	Nein, 11.
466000	467000	11.
467000	471000	12 ist jetzt gerade in Japan draußen, aber das interessiert ja niemanden.
472000	473000	Was ist das?
473000	474000	Ja, ich habe keine Ahnung.
474000	476000	Was? Das ist irgendwie fremd.
476000	477000	Du fantasierst manchmal.
477000	478000	Ja, ja.
478000	484000	Ich bin ganz wirr. Und ja, wir sind hier in unserem Studio.
484000	485000	Granate!
487000	493000	Ja, das war jetzt übertrieben. Das war ja ein...
493000	495000	Das hätte ja eine sein können.
496000	501000	Eine leere Konservendose. Aber es hätte eine sein können.
501000	503000	Ich habe gesagt, ich soll das Mikro näher an den Mund nehmen.
503000	505000	Wo war eine Konservendose?
505000	507000	Ja, ich dachte, es wäre eine Granate.
507000	511000	Ah ja, eine Granate. Naja, so etwas kommt vor.
511000	518000	Also, und obwohl Krieg ist, haben wir wieder lustige, putzige Gäste eingeladen.
518000	520000	Hier in unserem FFM9-Radio.
520000	522000	Ich habe doch nicht so gelacht.
523000	526000	Doch, es wird ganz witzig werden, weil...
526000	528000	Ihr werdet euch in die Hose machen.
528000	532000	Also, Schindler hat den vorbei geschickt. Wir wissen noch nicht, wer das ist, aber der soll...
532000	536000	Total lustig sein. Ein Kahlauer nach dem anderen.
536000	537000	Catering!
537000	541000	Wie läuft das Catering da hinten? Das Catering ist im Aufbau.
541000	544000	Das ist ein riesiges Festbankett für uns auch.
544000	547000	Seit Schindler hier haben wir auch ein bisschen mehr Geld zur Verfügung.
547000	550000	Jetzt haben wir auch Kabelträger, Catering-Männer.
550000	553000	Ja, sogar Putzfrauen.
553000	558000	Oh, vielen Dank. Oh, ich kriege gerade eine Kuponuss.
558000	561000	Die ist ein bisschen verfault.
561000	563000	Die kann man noch essen.
565000	566000	Und?
566000	568000	Braune Stellen?
569000	572000	Also, jetzt kommt der Gast, von dem wir nicht wissen, wie er kommt.
572000	575000	Wir nennen ihn einfach Mr. Funny.
575000	577000	Mr. Funny!
577000	578000	Guten Morgen!
578000	580000	Was machen Sie hier?
580000	582000	Ja, Mr. Funny.
582000	584000	Wie geht es Ihnen?
584000	586000	Ich bin nicht Mr. Funny!
586000	589000	Und überhaupt, was ist das hier für ein Haufen?
589000	590000	Rekruten?
590000	592000	Das ist der FM-Radio.
592000	595000	FM, eine zivile Einrichtung, ein ganz normaler.
595000	597000	Zivilisten!
597000	598000	So ein Dreck!
598000	603000	Das ist ja unmöglich, die nicht ihr Land verteidigen, vor diesen Bösen.
603000	608000	Inzwischen sind wir ja natürlich furchtbar freudige Mitarbeiter von Shinra.
608000	610000	Was machen Sie eigentlich hier?
610000	613000	Ich, ich bin dazu auserwählt, Sie zu überwachen.
613000	618000	Dieser strategische Stützpunkt soll ein Musterbeispiel von Shinra werden.
618000	620000	Es muss falsch sein.
620000	624000	Und Sie sind die beiden Nachrichten-Offiziere, wenn ich das richtig verstanden habe.
624000	626000	Die Nachrichten-Rekruten, meine ich natürlich.
626000	628000	Was kann man so nennen? Nachrichten?
628000	630000	Unter Rekruten.
630000	635000	Ja, DJ Don ist übrigens verantwortlich für alles, also falls irgendwas schief geht...
635000	637000	Was bin ich verantwortlich?
637000	639000	Ja, du bist doch der Chef hier.
639000	642000	Okay, ja, ich bin der Chef hier.
642000	644000	Sie sind also der Chef?
644000	648000	Ja, das war so ähnlich gesagt.
648000	655000	Man sagt mir, Sie sind verantwortlich dafür, dem Gegner Informationen in die Hände zu spielen.
655000	656000	Was?
656000	657000	Was für ein Gegner?
657000	658000	Das passt zu ihm.
658000	662000	Nein, Sid, jetzt steht doch mal mir bei, ich bin überhaupt kein Gegner.
662000	664000	Was meinen Sie überhaupt mit, was für ein Gegner?
664000	667000	Das ist doch völlig klar, wir kämpfen gegen Wutai.
667000	670000	Ah ja, Wutai, da war ich mal, das war auch ganz lustig.
