start	end	text
0	10120	Guten Abend und willkommen zu Shinra Aktuell.
10120	19240	Senator Garland lädt das Volk zum Shinra-Palast ein, um eine wichtige Ankündigung zu machen.
19240	23240	Kate Mock wird des Drogenkonsums verdächtigt.
23240	30240	Und außerdem die beiden Moderatoren MC Cid und DJ Don gesucht.
30240	32240	Mit Gar.
32240	38240	Senator Garland möchte uns heute eine wichtige Ankündigung machen.
38240	45240	Der Shinra-Palast steht der gesamten Öffentlichkeit offen, der großen Versammlung beizuwohnen.
45240	56240	Mein liebes Volk, ich freue mich, möglichst viele von euch zum Shinra-Palast einzuladen,
56240	60240	meiner wichtigen Ankündigung zu lauschen.
60240	67240	Sie wird von immenser Wichtigkeit für unser ganzes Volk sein.
67240	69240	FFM City.
69240	76240	Die Radiostation des widerspenstigen FFM-Radios wurde zerstört.
76240	85240	Experten vermuten, dass dieser terroristische Anschlag von sogenannten Wutayanischen A-Mocks durchgeführt wurde.
85240	95240	Diese wurden wohl von Diktator Mock ausgesandt, um unser friedliches Volk in Unruhen zu stürzen.
95240	99240	Von den beiden Moderatoren fehlt in dies jede Spur.
99240	103240	Die Experten räumen ihnen keine großen Überlebenschancen ein.
103240	109240	Damit ist es wohl eindeutig, DJ Don und MC Cid sind tot.
114240	119240	In diesem Moment hören tausende Menschen Radio oder sehen Fernsehen.
119240	123240	Aber sie sollten nicht alles glauben, was die Medien ihnen vorkaukeln.
123240	129240	Zusammen mit meinem verbündeten DJ Don habe ich es mir zur Aufgabe gemacht, die Wahrheit ans Licht zu bringen.
129240	134240	Ich bin Radio Moderator MC Cid und heute ist der längste Tag meines Lebens.
146240	149240	In einer Zeit, wo Mocks und Chocobos ihr Unwesen treiben,
149240	153240	eine Zeit voller Monster, Mysterien und unentdeckten Schätzen,
153240	158240	regiert ein grausamer und rachsüchtiger Großkonzern, Shinra.
158240	161240	Unter seiner Herrschaft werden die Menschen abgestumpft und leer.
161240	165240	Jedliche Fantasie wird geächtet und grausam bestraft.
165240	171240	Aber da sind zwei mutige Moderatoren, die sich all dem widersetzen, DJ Don und MC Cid.
171240	176240	Mit starkem Herzen und offenen Ohren trotzen sie allen Gefahren.
176240	182240	Sie ziehen durch die Lande stets nur ein Ziel vor Augen, Musik und gute Laune zu verbreiten.
182240	185240	Dies sind die Abenteuer von FM Radio.
188240	191240	Der wahre Feind hat sich noch nicht gezeigt.
191240	196240	Oh DJ Don, das sagst du mir jetzt schon zum 500. Mal. Du sagst nichts anderes mehr.
196240	201240	Ich bin noch immer überlegen, wegen Kaffeebohne, Josef, was auch immer.
201240	206240	Aber ich denke, da ist eine höhere Macht hinter uns her.
206240	211240	Ich bin mir noch nicht sicher, aber der wahre Feind hat sich noch nicht gezeigt.
211240	218240	Wenn man 500 und einmal den gleichen Satz hat, hat das für mich nicht mehr viel mit Denken zu tun.
218240	222240	Das ist Langeweile oder Verzweiflung.
222240	224240	Irgendetwas muss ich doch sagen.
224240	231240	Ich meine, wie gesagt, der Shadow will uns hier treffen und will uns tiefer in den Kaninchen machen.
231240	235240	Woher kennst du diesen Shadow überhaupt? Wer ist das denn?
235240	238240	Shadow ist ein komischer schwarzer Mann mit so einer Kupuze.
238240	240240	Und woher kennst du den?
240240	241240	Ich habe von...
241240	246240	Ich weiß nicht, als wir damals diesen Streit hatten, weil du dich komisch benommen hast.
246240	247240	Gestern?
247240	249240	Ja, äh, gestern.
250240	257240	Der hat mir gesagt, dass Helena böse ist, dass Helena das FM-Radio zerstören möchte.
257240	261240	Das war der. Siehst du? Und er hat die Wahrheit gesagt, dass wir ihm getraut haben.
