start	end	text
0	7320	Willkommen zur einjährigen Jubiläums-Folge von FFM Radio und hier ist ihr Lieblingsmoderator
7320	8320	MC Sitt.
8320	15880	Willkommen bei der inzwischen fünften Folge von FFM Radio und wir haben wieder Gutes zu
15880	16880	bieten.
16880	17880	Was soll denn fehlen?
17880	26000	Moment, hier steht ein leerer Stuhl, da saß doch immer, stimmt, wo ist eigentlich
26000	27000	die T-Shirt?
27000	28000	Ist ja auch egal.
28000	33000	Also wir haben wieder viel, viel zu bieten und wir steigen gleich in unser super Programm
33000	37000	ein mit einem Choco-Poliet und zwar ist es ein Salsa Remix.
37000	38000	Viel Spaß!
87000	115560	Das war's für heute, bis zum nächsten Mal, tschüss, tschüss, tschüss, tschüss.
235560	265240	So und nachdem wir uns so schön eingestimmt haben auf dieses FFM, dieses schöne FFM-Feeling,
265320	270920	kann ich auch gleich zu unserem Außen-Korrespondent nach Wutai schalten und zwar ist es Root von
270920	271920	den Turks.
271920	278360	Ey Alter, ich bin der Root von den Turks und ich bin jetzt hier krass in Wutai und in
278360	284440	Wutai ist voll die schlechte Situation, weil ihr wisst unser alter Diktator, der Mogri,
284440	288560	der wurde gestürzt und ey wir haben jetzt so einen kurzen neuen Typ mehr hier und der
288560	291240	hat sich ihn überhaupt nicht vorgestellt, aber der will hier irgendwie die Macht an
291240	292240	sich reißen und so.
292240	298240	Ey Moment, ich hör gerade, wir haben hier voll krass die neuen Nachricht hier, dieser
298240	301760	neue, der sagt jetzt grad was durch, ich schalte mal live rein.
303760	318000	Bürger von Wutai, ich bin DJ Don und ich bin der neue Präsident aus Wutai und ich werde
318720	324720	eine neue Weltordnung erschaffen, ich werde Menschen und Schwetterlingen und sonst irgendwas
324720	332720	zum Blühen bringen, ich werde Kartoffeln schälen und Salchos Eis für alle erschaffen,
332720	346720	ich DJ Don, danke, zügelt euren Applaus, ich stehe hier vor euch ohne Angst, denn ich
347440	359440	bin euer Diktator, ich werde nun in mein Zimmer gehen und schlafen, also vergesst nicht,
359440	369440	ich bin euer neuer Präsident, DJ Don vom Wutai, ich bin ja schon, also DJ Don in Wutai.
369440	374800	Ey, das war ja voll die krasse Ansage, jetzt wissen wir auch endlich wer dieser Trottel
374880	379280	ist, der uns hier beherrschende, das ist der DJ Don, woher kommt der eigentlich, der kommt
379280	382800	irgendwie bekannt, vor irgendwann hab ich den schon mal gehört, aber gut, steigen wir
382800	386800	mal wieder zu unserem FFM Studio zurück und schauen mal was unser komischer Moderator
386800	392800	MCC dazu zu sagen hat, das war live aus Wutai von den Tux, der Ruth, bis bald, danke Ruth,
392800	402800	so wir hören in Wutai ist die Hölle los und Moment mal, DJ, DJ, DJ, erinnert mich doch
402800	408800	an irgendwas, naja egal, für euch Fans spielen wir einfach mal das nächste Lied, viel Spaß.
432800	442800	We never sang my songs on the stage on my own
442800	452800	We never said my words wishing they would be heard
452800	464800	I saw you smiling at me, was it real or just my fantasy
464800	474800	You'd always be there in the corner of this tiny little bar
474800	484800	My last night here for you, same old songs, just once more
484800	494800	My last night here with you, maybe yes, maybe no
494800	506800	I kind of liked it your way, how you shyly placed your eyes on me
506800	516800	Did you ever know that I had mine on me
516800	528800	Darling, so there you are, with that look on your face
528800	540800	As if you never hurt, as if you never doubt
540800	552800	Shall I be the one for you, who pinches you softly but sure
552800	564800	If from this children I would know that you are no dreamer
570800	598800	So let me come to you, close as I wanna be
598800	610800	Close enough for me to feel your heart beating fast
610800	620800	And savor as I whisper how I love you, peaceful eyes on me
620800	632800	Did you ever know that I had mine on you
632800	644800	Darling, so share with me your love if you have enough
644800	654800	Tears if you're holding back, or pain if that's what it is
654800	666800	How can I let you know I'm more than the dress and the voice
666800	676800	Just reach me out there, you will know that you are not dreaming
676800	686800	Darling, so there you are, with that look on your face
686800	696800	As if you never hurt, as if you never doubt
696800	708800	Shall I be the one for you, who pinches you softly but sure
708800	722800	If from this children I would know that you are no dreamer
738800	744800	You are listening to FFM radio, the fantasy is with you
768800	796800	Hallo, hallo, ähm, ähm, wenn mich da raus jemand hört, vielleicht könnte jemand namens MCZ mir helfen
796800	806800	Äh, also ich bin jetzt der Außenreporter und ich kenne MCZ und ich stelle dir jetzt die Fragen
806800	812800	Ich bin hier, MCZ ist weg, also ich stelle dir jetzt die Fragen, hast du mich verstanden?
812800	814800	Ja Turg
