start	end	text
0	21000	President Brooklyn, melde Gehorsams! Operation vollendet veredeltes Spitzengeheimnis, erfolgreich abgeschlossen!
21000	31000	Das ist eine gute Sache. Es ist eine sehr gute Sache. Wie sieht es denn aus mit den beiden Zielpersonen?
31000	35000	Die Karaktoren haben ihnen zur Wucht verholfen, President Brooklyn.
35000	45000	Gut, gut. Das lässt sich jetzt auch nicht mehr ändern. Wir beauftragen einen Spezialisten mit der Sache.
45000	51000	Er wird sich kümmern um MC Cid und DJ Bud.
51000	74000	In einer Zeit, wo Mox und Chocobos ihr Unwesen treiben, eine Zeit voller Monster, Mysterien und unentdeckten Schätzen, regiert ein grausamer und rachsüchtiger Großkonzern, Shinra.
74000	81000	Unter seiner Herrschaft werden die Menschen abgestumpft und leer. Jedenliche Fantasie wird geächtet und grausam bestraft.
81000	92000	Aber da sind zwei mutige Moderatoren, die sich all dem widersetzen. DJ Don und MC Cid. Mit starkem Herzen und offenen Ohren trotzen sie allen Gefahren.
92000	101000	Sie ziehen durch die Lande stets nur ein Ziel vor Augen, Musik und gute Laune zu verbreiten. Dies sind die Abenteuer von FM Radio.
104000	109000	Willkommen zu FM Radio. Die Fantasie ist mit euch.
112000	118000	Willkommen zu FM Radio.
118000	121000	Nummer 12. Hallo, willkommen.
121000	124000	Leute, Freunde des FM Radios.
124000	127000	Freunde der gesunden, heiteren Unterhaltung.
127000	131000	Genau, wir sind nun beim zwölften FM Radio und euch wird das sicherlich sehr freuen.
131000	134000	Wir sind zurück im Studio.
134000	139000	Nach unseren abenteuerlichen Ereignissen auf der Insel der Kaktoren sind wir back to the rules.
139000	144000	Boah, das war was auf der Insel. Ich hätte ausrasten können.
144000	146000	Und die verrückten Leute.
146000	149000	Rückblickend, das war schon ganz schön spannend.
149000	151000	Nerven zerfetzen.
151000	153000	Das war langweilig.
153000	159000	Wer hat denn fast wie ein kleines Mädchen geheult, als er von den Kaktoren gefesselt wurde?
159000	161000	Die waren ja auch grün und stachelig.
161000	166000	Aber ich, ich habe manns genug durchgehalten und keine Träne vergossen.
166000	169000	Aber ich edel, tapfer und heldenmütig gerettet.
169000	171000	Das interessiert hier überhaupt niemanden.
171000	173000	Das weiß eh jeder.
173000	179000	FM Radio ist wieder da und wir spielen Musik, dass euch die Ohren bluten und die Augen bluten und was auch immer noch blutet.
179000	183000	Das feinste vom feinsten exquisite Unterhaltung nur für euch.
183000	185000	Und Witze, Gags.
185000	187000	So witzig.
187000	189000	Ja, einfach witzig.
189000	191000	Wirklich, richtig so witzig.
191000	194000	Manchmal auch ein bisschen traurig, wenn es richtig geht.
194000	196000	Wir spielen jetzt mal Musik.
196000	198000	Nämlich ein FF-Lied.
198000	200000	Ein wunderschönes Final Fantasy Lied.
200000	202000	Mit Nobuo Unematsu.
202000	203000	Lasst euch überraschen.
203000	205000	Viel Spaß.
213000	215000	Das war's für heute.
215000	217000	Bis zum nächsten Mal.
217000	219000	Ciao.
243000	245000	Ciao.
245000	247000	Ciao.
273000	275000	Ciao.
275000	277000	Ciao.
