start	end	text
0	15000	Willkommen beim 4. Final Fantasy Radio! Ich bin wieder dabei, ich bin DJ Don und neben mir ist...
15000	20000	Willkommen bei FM Radio 4. Mit mir, MC Cid.
20000	27000	Ja, und nicht DJ Don, wie ich gerade schon gesagt habe. Und ja, wir sind wieder gut drauf, wir haben uns schon ein bisschen...
27000	29000	Wir haben schon ein bisschen...
29000	36000	Getrunken, wir haben schon etwas getrunken, weil wir sind sehr durstig und es ist ja auch ein sehr warmer Sommer, stimmt's?
36000	38000	Heiß, oh, ich schnitzel.
38000	43000	Ja, das sieht man, wie er schwitzt. Es ist widerlich.
43000	73000	Also, ja, und übrigens, wir wollen euch noch natürlich auf unsere Seite hin empfehlen, hin weisen, nämlich fmsadio.de.vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv
73000	75000	.
103000	109000	Aber wir wollen natürlich noch ein bisschen Musik spielen, nämlich wir sind ja in einem Radio, stimmt's?
109000	113000	Eigentlich ja, doch ja, stimmt schon.
113000	117000	Es ist ein richtiges Radio, ein bisschen ein komisches Radio, aber egal.
117000	119000	Also okay, jetzt kommt ein Lied.
119000	124000	Wir sind was wir sind, was wir vorgeben zu sein und das werden wir auch immer bleiben.
124000	125000	FFM Radio
125000	127000	Bis gleich, Peace!
163000	165000	FFM Radio
193000	195000	FFM Radio
223000	225000	FFM Radio
253000	255000	FFM Radio
283000	285000	FFM Radio
313000	315000	FFM Radio
315000	317000	FFM Radio
317000	319000	FFM Radio
319000	321000	FFM Radio
321000	323000	FFM Radio
323000	325000	FFM Radio
325000	327000	FFM Radio
327000	329000	FFM Radio
329000	331000	FFM Radio
331000	333000	FFM Radio
333000	335000	FFM Radio
335000	337000	FFM Radio
337000	339000	FFM Radio
339000	341000	FFM Radio
341000	343000	FFM Radio
343000	345000	FFM Radio
345000	347000	FFM Radio
347000	349000	FFM Radio
349000	351000	FFM Radio
351000	353000	FFM Radio
353000	355000	FFM Radio
355000	357000	FFM Radio
357000	359000	FFM Radio
359000	361000	FFM Radio
361000	363000	FFM Radio
363000	365000	FFM Radio
365000	367000	FFM Radio
367000	369000	FFM Radio
369000	371000	FFM Radio
371000	373000	FFM Radio
373000	375000	FFM Radio
375000	377000	FFM Radio
377000	379000	FFM Radio
379000	381000	FFM Radio
381000	383000	FFM Radio
383000	385000	FFM Radio
385000	387000	FFM Radio
387000	389000	FFM Radio
389000	391000	FFM Radio
391000	393000	FFM Radio
393000	395000	FFM Radio
395000	397000	FFM Radio
397000	399000	FFM Radio
399000	401000	FFM Radio
401000	403000	FFM Radio
403000	405000	FFM Radio
405000	416000	Also, wir machen jetzt weiter. Wir haben natürlich, wie ihr sicherlich erwarten gedacht
416000	424000	und Dingsbums da werdet gehabt, haben wir wieder einen spannenden, sensationellen,
424000	432000	live-extremen Gast, nämlich unseren sehr geehrten Regisseur Palmer.
432000	434000	Überraschung!
434000	438000	Hallo, ich bin Palmer, der Regisseur.
438000	441000	Hallo, Palmer, der Regisseur.
441000	447000	Hallo, Palmer, der Regisseur. Also, Palmer, Sie haben ja vor Kurzem auch, äh,
447000	453000	es ist gerade in den Kinos gekommen, der neue Film, nämlich Morgrix Reloaded.
453000	456000	Erzählen Sie nochmal was zu Morgrix Reloaded.
456000	461000	Also, ich muss ja sagen, ich hab ja schon den ersten Teil zu Morgrix Reloaded gemacht,
461000	468000	nämlich Morgrix. Was, echt? Ja, wissen Sie das denn nicht? Waren Sie denn nicht im Kino?
468000	473000	Äh, naja, ich hab hier so viel mit Regios zu tun, da geh ich nicht so oft ins Kino.
473000	480000	Also, Morgrix, das war der Vorläufer von Morgrix Reloaded. Das war ein toller Film.
480000	485000	Also, ich habe angefangen meine Schauspieler-Saison damals vollkommen unbekannt
485000	490000	und jetzt in Morgrix Reloaded sind Sie so bekannt, Sie sind die berühmtesten Schauspieler der Welt.
491000	494000	Äh, ich wollte gerade was sagen.
494000	501000	Ähm, ja, dazu möchte ich auch noch was sagen. Sie haben ja schon eine Menge Filme gemacht.
501000	506000	Also, ich mein, um jetzt nur ein paar zu nennen, Sie haben ja angefangen mit so komischen Teenie-Filmen
506000	516000	wie A-Mog, Wo ist mein Auto? oder Lord of the Mox. Aber, naja, was ich bemerke, ähm,
516000	520000	also ich fand Lord of the Mox kein Teenie-Film.
520000	523000	Natürlich war das ein Teenie-Film. Es ging um einen...
523000	528000	Also, ich muss ja sagen, Lord of the Mox, also ich fand nicht, dass das ein Teenie-Film war.
528000	532000	Ich habe ihn für höchst Erwachsene gedreht, denn es kam ein Mobbit vor,
532000	539000	dieser heldenhafte Mobbit, der seinen Bommel in den größten Vulkan stoßen wird
539000	546000	und begleitet von seinem Freund, dem Zauberer Mokalf. Also, das war ein wirklich höchst spannender Film.
546000	548000	Also, der ist wirklich nichts für Kinder.
550000	553000	Also, ich fand den sehr lustig und sehr amüsend.
553000	555000	Aber kein Teenie-Film.
555000	560000	Na ja, Teenie-Film, also ich mein, das sind doch keine Kinder, die da mitspielen. Natürlich ist das ein Teenie-Film.
560000	564000	Nur wenn Sie Teenies angucken, ist das kein Teenie-Film.
565000	568000	Na ja, gut, okay, Sie haben jetzt... Danach ging Ihre...
568000	571000	Da war Mockzilla noch eher ein Teenie-Film, ja?
571000	575000	Mockzilla, stimmt, das haben Sie ganz früher gemacht, diese komischen Schwarz-Weiß-Filme.
575000	580000	Ja, das war noch einer meiner Anfangszeiten. Da habe ich noch diesen höchst...
580000	585000	Also, damals war wirklich spannend, Mockzilla. Also, damals habe ich noch in Wutai gedreht.
585000	592000	Das ist also wirklich schon etwas her, aber jetzt bin ich ja inzwischen in die schöne Welt hier gekommen
592000	596000	mit Glanz und Glamour nach Midgarwood und da ist es doch richtig.
596000	600000	Also, hier ist der richtige Ort für Filmregisseur.
600000	605000	Das finde ich sehr interessant, weil ich habe auch mal ein Drehbuch geschrieben und ich wollte auch mal...
605000	608000	Also, na ja, okay. Machen wir weiter.
608000	615000	Und na ja, ihre Laufbahn ging dann weiter und dann haben sie politische Filme gemacht wie Bernie Hills Mock.
615000	621000	Eins bis drei. Also, da geht es ja eigentlich um einen Polizisten, der sich gegen das Gesetz widmet
621000	624000	und auf eigene Faust kämpft.
624000	630000	Vor allen Dingen zu beachten ist da, das ist ein anderer Mock, das ist ein schwarzer Mock.
630000	632000	Ein schwarzer Mock, so eine Scheibe.
632000	636000	Der muss nicht gegen die anderen Mocks behaupten, das ist nicht einfach.
636000	638000	Das ist auch schwingt damit bei dieser politischen Schiedung.
638000	647000	Das ist sehr politisch und antirassistisch, aber nicht zu vergessen ist natürlich der Film Jurassic Mock,
647000	650000	wo die Mocks die Weltherrschaft an sich reißen wollen.
650000	654000	Ja, also das war auch ein etwas merkwürdiger Film damals.
654000	657000	Also, wir haben da mit so riesigen Mocks gedreht.
657000	664000	Also, das war wirklich schon ein bisschen komisch, so wirklich Angst einflößen, diese Mocks da zu sehen.
664000	669000	Aber, also, ich weiß nicht, es war ein bisschen so der Tiefpunkt meiner Karriere.
669000	675000	Aber danach habe ich dann die Natural Born Mock Reels gemacht und das war ein großer Erfolg damals.
