start	end	text
0	13000	Aber jetzt, jetzt bin ich ja endlich zu Hause. Und jetzt gleich ist die neue Folge von FM Radio!
13000	18000	Schnell das Radio angemacht und coole Abenteuer mit DJ Don und MC Sid gehören!
18000	20000	Quentantenstadel!
20000	25000	Oh Mann, warum läuft denn da jetzt das Quentantenstadel? Ich will doch FM Radio hören!
25000	30000	Wir haben dich aus einem Kinderheim in Zanarkand adoptiert!
30000	32000	Ich bin adoptiert?
32000	38000	Aber hast du es dir eben gesagt von deinen rüstigen Eltern? Das ist dieses Mikrofon!
38000	41000	Ja, ich hau ab von hier!
41000	47000	Oh mein lieber guter Nachtisch! Dich werde ich vermissen! Ich werde selber meine Eltern suchen!
55000	57000	Zanarkand!
57000	83000	Ich bin Blitzball-König Wacker!
83000	89000	Oh Mann, ich wäre auch so gern ein Blitzball-Profi und würde diesen tollen Pokal mit dem kristallförmigen Diamanten gewinnen!
89000	91000	Blitzball, Polizei ist hier!
91000	95000	Dieser böse Junge hatte mich einfach nur ausgenutzt um an den Pokal zu kommen!
95000	97000	Ich hab ihn nicht geklaut! Ich war's nicht!
97000	100000	Shadow, den suchen wir ja schon seit Jahren!
100000	102000	Nenn mich Volga, tortern die!
102000	105000	Der Kristall fehlt! Der Junge muss ihn noch haben!
105000	106000	Kristall?
106000	109000	Schießt! Schießt auf sie! Sie versuchen zu entkommen!
110000	112000	Ich heiße übrigens Bittista!
112000	114000	Du kennst MCC und Digiton?
114000	116000	MCC Flying Circle!
116000	118000	Hallo MCC! Hallo MCC! Hallo Digiton!
118000	120000	Wir sind jetzt Zirkusleute!
120000	127000	Sie haben sich schon sehr verändert seit sie diesen gelben Stein gefunden haben!
127000	130000	Titan, zerstöre alles!
132000	135000	Der gesuchte Verbrecher Shadow und Kupo! Er ist gefasst worden!
135000	136000	Shadow?
136000	137000	Der neue Gefangene nach!
137000	139000	Hast du Nachtisch?
139000	146000	Um aus dem Gefängnis zu entfliehen, müssten wir erst den Kristall im Herzen des Gefängnisses entwenden!
146000	147000	Der Kristall ist in meiner Hand!
147000	150000	Ich muss fliehen! Der Wall, er versteinert gleich!
150000	152000	Mann, ich hasse dich!
152000	154000	Ich bin hier um zu wissen, wie ich mit diesem Mikrofon umgehen muss!
154000	158000	Ich wollte dir eigentlich nur sagen, dass du einen Bruder hast!
158000	162000	Du bist mein Bruder! Ich könnte was singen! Ja, ich werde was singen!
162000	164000	Keine Musik! Keine Musik!
164000	166000	Warum sind da jetzt zwei von der Sorte?
166000	167000	Steiner!
167000	168000	Rache für Shadow!
168000	171000	Wir haben ein Schreckliches getan! Wir haben einen Menschen getötet!
171000	178000	Und dadurch haben wir wieder den roten Kristall erschaffen, der in unseren Mikrofonen war!
178000	181000	Ifrit, erwache!
181000	189000	Ich mag keine Wälder! Die verwunsene Wälder! Die sind immer so steinig!
189000	195000	Wir Bangas mögen keine Steinwälder! Die mögen Wüsten!
195000	201000	Weite Wüsten, wo man sehen kann, wo man hin und her geht!
201000	206000	Das mögen keine Steinwälder! Die mögen Wüsten!
206000	212000	Weite Wüsten, wo man sehen kann, wo man hinläuft!
212000	214000	Kupo? Kupo? Ist hier jemand?
214000	216000	Kupo? Was muss ich eigentlich machen?
216000	218000	Ah, Kupo! Ich muss diesen Lister treffen!
218000	221000	Lister ist mein Name, wenn ich bitten darf!
221000	224000	Du hast eine Nachricht für mich! Du musst das Codewort sagen, Kupo!
